	RJ5.00	RC5.00	timeline	trscode	D5.00	S1D5.00	S2D5.00	S3D5.00	V5.00	S1V5.00	S2V5.00	S3V5.00	timecode	début	fin	numEvent	événement	numAct	action	commentaires	numSpk	Spk	texte	texte-PxP	texte-colour	texte-support	dureeS1	dureeS2	PxP	colour	support	sumPxP	sumColour	sumSupport	pause	suivant	durée	plage	même	start	end	discours	émotion	excitation	noms	joueurs
10441			451225.0											4512.25	4512.96																				spk1	spk1	0.71	0.71	True							
10442			451248.0										398517.0	4512.48	4513.16	441	regroupement	876	extraction			spk1																								
10443			451297.0											4512.98	4513.09																				spk1	spk1	0.110000000001	0.11	True							
10444	2.0	1.5	451300.0	01:15:13.00	4.6	3.1	1.5	0.0	9.34959349594	5.34482758621	2.03527815468	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10445			451314.0											4513.15	4513.31																				spk1	spk1	0.160000000001	0.16	True							
10446			451316.0										398585.0	4513.16	4514.44	442	passe 	877	passe			spk1																								
10447			451337.0											4513.37	4513.44																				spk1	spk1	0.0699999999997	0.07	True							
10448			451350.0											4513.5	4513.54																				spk1	spk1	0.04	0.04	True							
10449			451354.0										398623.0	4513.54	4514.54						711.0	spk1	Mignoni encore	1.0			100.0																			
10450	1.5	1.0	451400.0	01:15:14.00	4.7	3.3	1.1	0.3	9.83263598327	5.94594594595	1.54711673699	0.358851674641																	1.0	0.0	0.0	1.0	0.0	0.0												
10451			451407.0											4514.07	4514.28																				spk1	spk1	0.21	0.21	True							
10452			451439.0											4514.4	4514.68																				spk1	spk1	0.280000000001	0.28	True							
10453			451444.0										398713.0	4514.44	4514.92	442	passe 	878	réception	spk1-711		spk1																								
10454			451492.0										398761.0	4514.92	4515.68	443	passe	879	passe	spk1-711		spk1																								
10455	2.0	1.5	451500.0	01:15:15.00	4.6	3.3	0.8	0.5	10.2222222222	5.98911070781	1.13314447592	0.61804697157																	1.0	1.0	0.0	2.0	1.0	0.0												
10456			451502.0										398771.0	4515.02	4516.98						712.0	spk1	toujours pour Skrela au milieu du terrain	1.0			200.0																			
10457			451503.0											4515.03	4515.16																				spk1	spk2	0.13	0.13	False							
10458			451530.0											4515.3	4515.73																				spk2	spk1	0.429999999999	0.43	False							
10459			451568.0										398837.0	4515.68	4515.92	443	passe	880	réception	spk1-712		spk1																								
10460			451591.0											4515.91	4516.38																				spk1	spk1	0.47	0.47	True							
10461			451592.0										398861.0	4515.92	4516.6	444	passe	881	passe	spk2-483		spk1																								
10462	2.5	2.0	451600.0	01:15:16.00	4.3	3.1	0.2	1.0	8.3984375	5.34482758621	0.280504908836	1.21212121212																	1.0	0.0	0.0	1.0	0.0	0.0												
10463			451643.0											4516.44	4516.5																				spk1	spk1	0.0600000000004	0.06	True							
10464			451660.0										398929.0	4516.6	4517.2	444	passe	882	réception			spk1																								
10465			451687.0											4516.87	4517.08																				spk1	spk1	0.21	0.21	True							
10466			451698.0										398967.0	4516.98	4519.26						483.0	spk2	cette fois pour faire jouer les gros au large oui au large oui c'est bien oui		1			250.0																		
10467	2.5	2.0	451700.0	01:15:17.00	4.6	2.8	0.2	1.6	7.47967479675	4.55284552846	0.262123197903	1.94410692588																	1.0	0.0	0.0	1.0	0.0	0.0												
10468			451720.0										398989.0	4517.2	4518.08	445	passe	883	passe			spk2																								
10469			451726.0											4517.26	4517.34																				spk1	spk1	0.0799999999999	0.08	True							
10470			451743.0											4517.43	4517.55																				spk1	spk1	0.12	0.12	True							
10471			451766.0											4517.66	4518.24																				spk1	spk3	0.58	0.58	False							
10472	2.0	2.0	451800.0	01:15:18.00	5.0	2.5	0.2	2.3	7.28862973761	3.86398763524	0.273224043716	2.76774969916																	0.0	1.0	0.0	0.0	2.0	0.0												
10473			451808.0										399077.0	4518.08	4518.4	445	passe	884	réception	spk1-714		spk2																								
10474			451840.0										399109.0	4518.4	4519.56	446	porté	885	porté	spk1-714		spk2																								
10475			451857.0											4518.57	4518.9																				spk3	spk1	0.33	0.33	False							
10476			451896.0											4518.96	4519.45																				spk1	spk3	0.49	0.49	False							
10477	2.5	2.0	451900.0	01:15:19.00	4.4	1.8	0.2	2.4	6.27674750357	2.70676691729	0.267379679144	2.84360189573																	0.0	1.0	0.0	0.0	2.0	0.0												
10478			451956.0										399225.0	4519.56	4519.8	447	passe	886	passe	spk1-714		spk2																								
10479			451959.0											4519.59	4519.94																				spk3	spk3	0.349999999999	0.35	True							
10480			451966.0										399235.0	4519.66	4520.66						714.0	spk1	et puis Rougerie	1.0			100.0																			
10481			451980.0										399249.0	4519.8	4519.92	447	passe	887	réception	spk1-715		spk1																								
10482			451992.0										399261.0	4519.92	4520.96	448	porté	888	porté	spk1-715		spk1																								
10483	2.5	2.0	452000.0	01:15:20.00	4.1	1.3	0.2	2.6	5.51816958277	1.84921763869	0.26455026455	3.03738317757																	0.0	1.0	0.0	0.0	1.0	0.0												
10484			452071.0											4520.71	4520.8																				spk3	spk3	0.0900000000001	0.09	True							
10485			452096.0										399365.0	4520.96	4522.28	449	regroupement	889	plaquage	spk1-716,spk1-717		spk1																								
10486	2.5	2.0	452100.0	01:15:21.00	4.0	1.0	0.0	3.0	5.07614213198	1.35317997294	0.0	3.61881785283																	0.0	1.0	0.0	0.0	1.0	0.0												
10487			452105.0											4521.05	4521.11																				spk3	spk3	0.0599999999995	0.06	True							
10488			452110.0										399379.0	4521.1	4522.62						715.0	spk1	qui dégage Rémi Martin	1.0			175.0																			
10489			452124.0											4521.24	4521.31																				spk3	spk3	0.0700000000006	0.07	True							
10490			452143.0											4521.43	4521.48																				spk3	spk3	0.0499999999993	0.05	True							
10491	2.0	1.5	452200.0	01:15:22.00	4.1	1.1	0.0	3.0	5.54054054054	1.59189580318	0.0	3.59281437126																	0.0	1.0	0.0	0.0	1.0	0.0												
10492			452228.0										399497.0	4522.28	4525.52	449	regroupement	890	regroupement			spk1																								
10493	1.5	1.0	452300.0	01:15:23.00	3.9	0.9	0.0	3.0	5.34246575343	1.32158590308	0.0	3.55450236967																	0.0	1.0	0.0	0.0	1.0	0.0												
10494			452306.0										399575.0	4523.06	4524.46						716.0	spk1	ah la transmission vers Betsen	1.0			150.0																			
10495			452326.0											4523.26	4524.8																				spk3	spk3	1.54	1.54	True							
10496	2.0	1.0	452400.0	01:15:24.00	3.5	0.8	0.0	2.7	4.71063257066	1.11420612813	0.0	3.17273795535																	0.0	1.0	0.0	0.0	1.0	0.0												
10497			452474.0										399743.0	4524.74	4526.54						717.0	spk1	n'a pas fonctionné encore un ballon perdu	1.0			200.0																			
10498			452485.0											4524.86	4524.93																				spk3	spk3	0.0700000000006	0.07	True							
10499	1.5	0.5	452500.0	01:15:25.00	3.6	1.1	0.0	2.5	4.98614958449	1.63204747774	0.0	2.85062713797																	0.0	1.0	0.0	0.0	1.0	0.0												
10500			452514.0											4525.14	4525.49																				spk3	spk3	0.349999999999	0.35	True							
10501			452552.0										399821.0	4525.52	4531.84	450	sifflet	891	sifflet	spk1-718		spk1																								
10502			452589.0											4525.9	4526.25																				spk3	spk1	0.35	0.35	False							
10503	1.0	0.0	452600.0	01:15:26.00	3.6	1.6	0.0	2.0	4.98614958449	2.30215827338	0.0	2.32018561485																	0.0	1.0	0.0	0.0	1.0	0.0												
10504			452632.0											4526.32	4526.43																				spk1	spk1	0.110000000001	0.11	True							
10505			452650.0											4526.5	4526.56																				spk1	spk1	0.0600000000004	0.06	True							
10506			452659.0											4526.59	4526.7																				spk1	spk1	0.11	0.11	True							
10507			452688.0											4526.88	4527.69																				spk1	spk1	0.809999999999	0.81	True							
10508	1.0	0.0	452700.0	01:15:27.00	3.4	2.0	0.0	1.4	4.66392318244	2.81690140845	0.0	1.64319248826																	0.0	1.0	0.0	0.0	2.0	0.0												
10509			452785.0											4527.86	4528.78																				spk1	spk1	0.92	0.92	True							
10510	1.0	0.0	452800.0	01:15:28.00	3.2	2.5	0.0	0.7	5.4794520548	4.13907284768	0.0	0.851581508516																	0.0	1.0	0.0	0.0	2.0	0.0												
10511			452842.0										400111.0	4528.42	4529.14						718.0	spk1	et un en-avant	1.0			75.0																			
10512			452885.0											4528.85	4528.94																				spk1	spk1	0.0899999999992	0.09	True							
10513	0.5	0.0	452900.0	01:15:29.00	3.1	2.5	0.0	0.6	5.20134228188	4.07830342578	0.0	0.719424460432																	0.0	1.0	0.0	0.0	1.0	0.0												
10514			452908.0											4529.08	4529.12																				spk1	spk1	0.04	0.04	True							
10515			452938.0										400207.0	4529.38	4532.5						485.0	spk2	on se barre de ah ça y est hein ça y est mon cher Thierry on y est		1			325.0																		
10516			452939.0											4529.4	4529.92																				spk1	spk1	0.52	0.52	True							
10517	0.5	0.0	453000.0	01:15:30.00	2.9	2.5	0.0	0.4	4.80928689884	4.00641025641	0.0	0.475624256837																	0.0	1.0	0.0	0.0	1.0	0.0												
10518			453042.0											4530.42	4530.46																				spk1	spk1	0.04	0.04	True							
10519			453066.0											4530.66	4531.23																				spk1	spk1	0.57	0.57	True							
10520	0.5	0.0	453100.0	01:15:31.00	2.7	2.5	0.0	0.2	4.19254658385	3.97456279809	0.0	0.226757369614																	0.0	1.0	0.0	0.0	1.0	0.0												
10521			453132.0											4531.32	4531.36																				spk1	spk1	0.04	0.04	True							
10522			453185.0											4531.86	4531.93																				spk1	spk1	0.0700000000006	0.07	True							
10523	0.5	0.0	453200.0	01:15:32.00	3.1	2.2	0.0	0.9	4.32357043236	3.25925925926	0.0	1.02156640182																	0.0	1.0	0.0	0.0	2.0	0.0												
10524			453253.0											4532.53	4532.74																				spk1	spk1	0.21	0.21	True							
10525			453286.0										400555.0	4532.86	4535.46						486.0	spk2	on écarte les ballons on joue dans les quinze mètres		1			275.0																		
10526			453299.0											4532.99	4535.71																				spk1	spk3	2.72	2.72	False							
10527	0.5	0.0	453300.0	01:15:33.00	3.4	2.5	0.0	0.9	4.47957839262	3.48675034868	0.0	1.07398568019																	0.0	1.0	0.0	0.0	1.0	0.0												
10528	0.0	0.0	453400.0	01:15:34.00	3.4	2.5	0.0	0.9	4.49735449736	3.50140056022	0.0	1.08173076923																	0.0	1.0	0.0	0.0	2.0	0.0												
10529	0.0	0.0	453500.0	01:15:35.00	3.5	2.6	0.0	0.9	4.44726810674	3.48993288591	0.0	1.10159118727																	0.0	1.0	0.0	0.0	3.0	0.0												
10530			453574.0										400843.0	4535.74	4538.98						487.0	spk2	vous allez voir les petits quinze mètres c'est les petits pointillés que vous voyez derrière le monsieur Spreadbury là		1			325.0																		
10531	0.0	0.0	453600.0	01:15:36.00	3.3	2.4	0.0	0.9	4.4235924933	3.40909090909	0.0	1.0843373494																	0.0	1.0	0.0	0.0	2.0	0.0												
10532			453679.0											4536.79	4536.9																				spk3	spk1	0.11	0.11	False							
10533	0.0	0.0	453700.0	01:15:37.00	3.0	2.1	0.0	0.9	3.96301188904	2.93706293706	0.0	1.05757931845																	0.0	1.0	0.0	0.0	1.0	0.0												
10534			453728.0											4537.28	4537.37																				spk1	spk1	0.0900000000001	0.09	True							
10535	0.0	0.0	453800.0	01:15:38.00	3.2	2.3	0.0	0.9	3.54767184035	2.67441860465	0.0	1.07784431138		4538.0	4538.36																				spk1	spk1	0.36	0.36	True							
10536	0.0	0.0	453800.0	01:15:38.00	3.2	2.3	0.0	0.9	3.54767184035	2.67441860465	0.0	1.07784431138																	0.0	1.0	0.0	0.0	2.0	0.0												
10537			453839.0											4538.39	4538.45																				spk1	spk1	0.0599999999995	0.06	True							
10538	0.0	0.0	453900.0	01:15:39.00	3.9	3.0	0.0	0.9	4.40180586907	3.55450236967	0.0	1.11662531017																	0.0	1.0	0.0	0.0	2.0	0.0												
10539			453912.0											4539.12	4539.62																				spk1	spk1	0.5	0.5	True							
10540			453934.0										401203.0	4539.34	4540.3						488.0	spk2	c'est de la ligne de touche		1			100.0																		
10541			453964.0											4539.64	4539.69																				spk1	spk1	0.0499999999993	0.05	True							
10542			453992.0											4539.92	4540.05																				spk1	spk1	0.13	0.13	True							
10543	0.0	0.0	454000.0	01:15:40.00	3.9	3.0	0.0	0.9	4.40180586907	3.55450236967	0.0	1.11662531017																	0.0	1.0	0.0	0.0	1.0	0.0												
10544			454010.0											4540.1	4540.22																				spk1	spk1	0.12	0.12	True							
10545			454039.0											4540.39	4541.64																				spk1	spk1	1.25	1.25	True							
10546			454090.0										401359.0	4540.9	4541.06						489.0	spk2	à		1			25.0																		
10547	0.5	0.0	454100.0	01:15:41.00	3.7	3.0	0.0	0.7	4.17607223476	3.4924330617	0.0	0.868486352357																	0.0	1.0	0.0	0.0	1.0	0.0												
10548			454138.0										401407.0	4541.38	4543.42						490.0	spk2	première ligne de pointillés c'est ça les quinze mètres		1			225.0																		
10549	0.5	0.0	454200.0	01:15:42.00	2.8	2.8	0.0	0.0	3.15315315315	3.15315315315	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10550			454228.0										401497.0	4542.28	4553.44			892	ralenti	spk2-492		spk2																								
10551	0.5	0.0	454300.0	01:15:43.00	2.3	2.3	0.0	0.0	2.54706533776	2.54706533776	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10552			454370.0										401639.0	4543.7	4546.38						491.0	spk2	quand on étire d'un côté de l'autre il y a des espaces		1			275.0																		
10553			454380.0											4543.8	4548.95																				spk1	spk2	5.15	5.15	False							
10554	0.5	0.0	454400.0	01:15:44.00	2.3	2.2	0.1	0.0	2.5302530253	2.42825607064	0.113250283126	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10555	0.5	0.0	454500.0	01:15:45.00	2.4	1.8	0.6	0.0	2.63736263736	1.97152245345	0.679501698754	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10556	0.5	0.0	454600.0	01:15:46.00	2.9	1.5	1.4	0.0	3.08510638298	1.60427807487	1.60183066362	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10557			454658.0										401927.0	4546.58	4547.66						492.0	spk2	vous retrouvez Rémi Martin	1.0				125.0																		
10558	1.0	0.0	454700.0	01:15:47.00	3.0	1.5	1.5	0.0	3.30760749724	1.66297117517	1.69875424689	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10559			454794.0										402063.0	4547.94	4548.18						493.0	spk2	il a pas fait		1			25.0																		
10560	1.0	0.0	454800.0	01:15:48.00	2.9	1.4	1.5	0.0	3.26576576577	1.58550396376	1.69683257919	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10561			454818.0										402087.0	4548.18	4552.78								spk2-494		1																					
10562			454838.0										402107.0	4548.38	4552.78						495.0	spk2	hé Rémi là ça ça s'arrête là hein il faut plus donner de ballons hein on les garde là il y a un Argentin au milieu		1			450.0																		
10563	1.0	0.0	454900.0	01:15:49.00	2.4	0.9	1.5	0.0	2.69058295964	1.01465614431	1.67410714286	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10564			454912.0											4549.12	4549.15																				spk2	spk2	0.0299999999997	0.03	True							
10565			454964.0											4549.64	4549.7																				spk2	spk2	0.0599999999995	0.06	True							
10566			454979.0											4549.79	4549.94																				spk2	spk2	0.15	0.15	True							
10567	1.0	0.0	455000.0	01:15:50.00	2.4	0.9	1.5	0.0	2.69058295964	1.01465614431	1.67410714286	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10568			455043.0											4550.43	4550.63																				spk2	spk2	0.2	0.2	True							
10569	1.0	0.5	455100.0	01:15:51.00	2.9	1.4	1.5	0.0	3.30296127563	1.60366552119	1.73410404624	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
10570			455114.0											4551.15	4551.58																				spk2	spk1	0.43	0.43	False							
10571			455160.0											4551.6	4551.69																				spk1	spk1	0.0899999999992	0.09	True							
10572			455177.0											4551.77	4551.98																				spk1	spk1	0.209999999999	0.21	True							
10573	1.5	0.5	455200.0	01:15:52.00	2.9	1.4	1.5	0.0	3.31428571428	1.6091954023	1.73410404624	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10574			455210.0											4552.11	4552.21																				spk1	spk1	0.1	0.1	True							
10575			455268.0											4552.68	4552.77																				spk1	spk1	0.0900000000001	0.09	True							
10576	3.0	1.5	455300.0	01:15:53.00	3.5	2.0	1.5	0.0	4.03225806451	2.31749710313	1.83823529412	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10577			455306.0										402575.0	4553.06	4554.74						496.0	spk2	ouais mais on leur dit tellement aussi qu'il on leur donne plus on donne plus			1		175.0																		
10578			455322.0											4553.22	4555.09																				spk1	spk1	1.87	1.87	True							
10579			455344.0										402613.0	4553.44	4569.24	451	mêlée	893	mêlée	spk1-724,spk1-725		spk2																								
10580	3.0	1.5	455400.0	01:15:54.00	3.5	2.1	1.4	0.0	4.0415704388	2.43055555555	1.73697270471	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10581			455474.0										402743.0	4554.74	4556.02						720.0	spk1	faut pas enterrer les ballons		1		150.0																			
10582	3.0	1.5	455500.0	01:15:55.00	3.3	2.5	0.8	0.0	3.71621621622	2.83125707814	1.02040816327	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10583			455530.0											4555.3	4555.4																				spk1	spk1	0.0999999999995	0.1	True							
10584			455543.0											4555.44	4555.48																				spk1	spk1	0.04	0.04	True							
10585	3.0	1.5	455600.0	01:15:56.00	2.6	2.5	0.1	0.0	2.86343612335	2.75330396476	0.124378109453	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10586			455602.0										402871.0	4556.02	4556.14								spk2-497		1																					
10587			455604.0											4556.04	4557.11																				spk1	spk1	1.07	1.07	True							
10588			455614.0										402883.0	4556.14	4558.06						721.0	spk1	qu'il faut assurer la continuité du jeu		1		200.0																			
10589	2.5	1.5	455700.0	01:15:57.00	2.3	2.3	0.0	0.0	2.44420828905	2.44420828905	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10590			455731.0											4557.31	4557.34																				spk1	spk1	0.0299999999997	0.03	True							
10591			455778.0											4557.78	4557.82																				spk1	spk1	0.04	0.04	True							
10592	3.5	2.5	455800.0	01:15:58.00	1.8	1.8	0.0	0.0	1.875	1.875	0.0	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
10593			455831.0											4558.31	4558.87																				spk1	spk1	0.559999999999	0.56	True							
10594			455834.0										403103.0	4558.34	4559.42						722.0	spk1	que l'intention était bonne		1		125.0																			
10595	3.5	2.5	455900.0	01:15:59.00	1.6	1.6	0.0	0.0	1.64609053498	1.64609053498	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10596			455962.0										403231.0	4559.62	4560.62						498.0	spk2	de Rémi Martin l'intention est très bonne		1			100.0																		
10597			455979.0											4559.79	4566.21																				spk1	spk2	6.42	6.42	False							
10598	3.5	2.5	456000.0	01:16:00.00	1.6	1.6	0.0	0.0	1.64609053498	1.64609053498	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10599			456062.0										403331.0	4560.62	4561.1						499.0	spk2	très très bonne		1			50.0																		
10600	3.0	2.0	456100.0	01:16:01.00	1.1	1.1	0.0	0.0	1.11561866126	1.11561866126	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10601	2.5	2.0	456200.0	01:16:02.00	1.7	1.1	0.6	0.0	1.72588832487	1.15062761506	0.673400673401	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10602			456250.0										403519.0	4562.5	4566.14						500.0	spk2	ou alors un problème de couleurs entre le bleu clair et bleu et bleu et bleu foncé		1			375.0																		
10603	1.0	1.0	456300.0	01:16:03.00	2.0	0.5	1.5	0.0	2.0618556701	0.538213132401	1.6339869281	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10604	1.0	1.0	456400.0	01:16:04.00	2.4	0.4	2.0	0.0	2.51308900524	0.448933782267	2.19538968167	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10605	1.0	1.0	456500.0	01:16:05.00	2.3	0.0	2.3	0.0	2.44680851064	0.0	2.44680851064	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10606	1.0	1.0	456600.0	01:16:06.00	3.1	0.0	3.1	0.0	3.29787234043	0.0	3.29787234043	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10607			456662.0										403931.0	4566.62	4567.74						724.0	spk1	allez la mêlée qui	1.0			125.0																			
10608			456693.0											4566.93	4566.97																				spk2	spk2	0.04	0.04	True							
10609	1.0	1.0	456700.0	01:16:07.00	3.7	0.0	3.7	0.0	4.0	0.0	4.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10610			456726.0											4567.26	4567.38																				spk2	spk2	0.12	0.12	True							
10611			456794.0										404063.0	4567.94	4569.42						725.0	spk1	bouge un petit peu	1.0			150.0																			
10612			456797.0											4567.98	4568.08																				spk2	spk2	0.1	0.1	True							
10613	0.0	0.0	456800.0	01:16:08.00	4.4	0.0	4.4	0.0	4.77223427332	0.0	4.77223427332	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10614			456878.0											4568.78	4568.95																				spk2	spk2	0.17	0.17	True							
10615	0.0	0.0	456900.0	01:16:09.00	4.9	0.0	4.9	0.0	5.37870472009	0.0	5.37870472009	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
10616			456914.0											4569.15	4569.2																				spk2	spk2	0.0500000000002	0.05	True							
10617			456924.0										404193.0	4569.24	4570.68	452	regroupement	894	regroupement	spk1-726		spk1																								
10618			456937.0											4569.37	4569.79																				spk2	spk2	0.42	0.42	True							
10619			456974.0										404243.0	4569.74	4571.74						726.0	spk1	chahutée un peu la mêlée française	1.0			200.0																			
10620	1.0	0.0	457000.0	01:16:10.00	5.2	0.0	5.2	0.0	5.77136514983	0.0	5.77136514983	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10621			457068.0										404337.0	4570.68	4571.16	452	regroupement	895	extraction	spk1-727		spk1																								
10622	1.5	0.0	457100.0	01:16:11.00	5.8	0.0	5.8	0.0	6.43729189789	0.0	6.43729189789	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10623			457116.0										404385.0	4571.16	4571.96	453	porté	896	porté	spk1-727		spk1																								
10624			457124.0											4571.24	4571.27																				spk2	spk2	0.0300000000007	0.03	True							
10625			457147.0											4571.47	4571.52																				spk2	spk2	0.0500000000002	0.05	True							
10626			457187.0											4571.87	4571.94																				spk2	spk2	0.0699999999997	0.07	True							
10627			457196.0										404465.0	4571.96	4572.8	454	passe	897	passe	spk1-727		spk1																								
10628	1.5	0.0	457200.0	01:16:12.00	5.7	0.0	5.7	0.0	6.45526613816	0.0	6.45526613816	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
10629			457214.0										404483.0	4572.14	4573.3						727.0	spk1	sortie pour Mignoni	1.0			125.0																			
10630			457214.0											4572.14	4572.52																				spk2	spk2	0.38	0.38	True							
10631			457280.0										404549.0	4572.8	4573.44	454	passe	898	rebond	spk1-728		spk1																								
10632	1.5	0.0	457300.0	01:16:13.00	4.8	0.0	4.8	0.0	5.30386740331	0.0	5.30386740331	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10633			457304.0											4573.04	4573.15																				spk2	spk2	0.11	0.11	True							
10634			457344.0										404613.0	4573.44	4573.84	454	passe	899	réception	spk1-729		spk1																								
10635			457384.0										404653.0	4573.84	4575.04	455	porté	900	porté	spk1-729		spk1																								
10636			457394.0										404663.0	4573.94	4576.3						728.0	spk1	ouais encore une transmission un peu hasardeuse	1.0			250.0																			
10637	1.5	0.0	457400.0	01:16:14.00	4.4	0.0	4.4	0.0	4.77223427332	0.0	4.77223427332	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10638			457456.0											4574.56	4575.25																				spk2	spk2	0.69	0.69	True							
10639	1.5	0.0	457500.0	01:16:15.00	4.8	0.0	4.8	0.0	5.4114994363	0.0	5.4114994363	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10640			457504.0										404773.0	4575.04	4578.04	456	regroupement	901	regroupement			spk1																								
10641	1.5	0.0	457600.0	01:16:16.00	4.5	0.0	4.5	0.0	5.37634408602	0.0	5.37634408602	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10642			457605.0											4576.05	4576.12																				spk2	spk2	0.0699999999997	0.07	True							
10643			457627.0											4576.27	4576.4																				spk2	spk2	0.129999999999	0.13	True							
10644			457650.0										404919.0	4576.5	4576.98						729.0	spk1	Jauzion	1.0			50.0																			
10645			457656.0											4576.56	4578.99																				spk2	spk2	2.43	2.43	True							
10646	1.5	0.0	457700.0	01:16:17.00	4.4	0.0	4.4	0.0	5.34629404617	0.0	5.34629404617	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10647	1.5	0.0	457800.0	01:16:18.00	3.7	0.0	3.7	0.0	4.4794188862	0.0	4.4794188862	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10648			457804.0										405073.0	4578.04	4578.52	456	regroupement	902	extraction			spk1																								
10649			457818.0										405087.0	4578.18	4580.82						730.0	spk1	le platane comme disent ses coéquipiers Betsen		1		275.0																			
10650			457852.0										405121.0	4578.52	4578.96	457	passe	903	passe			spk1																								
10651			457896.0										405165.0	4578.96	4579.88	458	porté	904	porté			spk1																								
10652	1.5	0.0	457900.0	01:16:19.00	3.2	0.0	3.2	0.0	3.82317801673	0.0	3.82317801673	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10653			457943.0											4579.43	4579.56																				spk2	spk2	0.13	0.13	True							
10654			457964.0											4579.65	4579.69																				spk2	spk2	0.04	0.04	True							
10655			457978.0											4579.78	4579.89																				spk2	spk2	0.110000000001	0.11	True							
10656			457988.0										405257.0	4579.88	4580.56	459	regroupement	905	plaquage			spk1																								
10657			457997.0											4579.98	4580.22																				spk2	spk2	0.240000000001	0.24	True							
10658	0.5	0.0	458000.0	01:16:20.00	2.9	0.0	2.9	0.0	3.42384887839	0.0	3.42384887839	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10659			458028.0											4580.28	4580.67																				spk2	spk2	0.39	0.39	True							
10660			458056.0										405325.0	4580.56	4584.12	459	regroupement	906	regroupement			spk1																								
10661			458088.0											4580.88	4580.99																				spk2	spk2	0.11	0.11	True							
10662	0.5	0.0	458100.0	01:16:21.00	2.9	0.7	2.2	0.0	3.44009489917	0.76169749728	2.71604938272	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
10663			458114.0											4581.14	4581.41																				spk2	spk2	0.27	0.27	True							
10664			458160.0											4581.61	4585.11																				spk2	spk1	3.5	3.5	False							
10665	0.5	0.0	458200.0	01:16:22.00	3.1	1.3	1.8	0.0	3.5838150289	1.39037433155	2.23325062035	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
10666			458286.0										405555.0	4582.86	4584.62						731.0	spk1	le meilleur joueur du monde selon		1		200.0																			
10667	0.5	0.0	458300.0	01:16:23.00	3.8	2.0	1.8	0.0	4.4289044289	2.15517241379	2.41935483871	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10668	1.0	0.0	458400.0	01:16:24.00	3.9	2.2	1.7	0.0	4.62633451957	2.4043715847	2.36439499305	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
10669			458412.0										405681.0	4584.12	4584.92	459	regroupement	907	extraction			spk1																								
10670			458478.0										405747.0	4584.78	4586.5						732.0	spk1	le néo-zélandais Tana Umaga		1		175.0																			
10671			458492.0										405761.0	4584.92	4585.48	460	porté	908	porté			spk1																								
10672	1.5	0.5	458500.0	01:16:25.00	3.7	2.8	0.9	0.0	4.17607223476	2.99785867238	1.21786197564	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
10673			458522.0											4585.22	4585.26																				spk1	spk1	0.04	0.04	True							
10674			458548.0										405817.0	4585.48	4585.76	461	passe	909	passe			spk1																								
